,away_corner,away_half_score,away_rank,away_red,away_score,away_team,away_yellow,competition_id,home_corner,home_half_score,home_rank,home_red,home_score,home_team,home_yellow,match_id,open_date,season_id,season_name
249,-1,0,,0,1,10215,0,82,-1,1,,0,1,10185,0,100249,1083697200,376,2003-2004
250,-1,2,,0,3,10008,0,82,-1,4,,0,5,10004,0,100250,1079794800,376,2003-2004
251,-1,0,,0,0,10226,0,82,-1,0,,0,1,10249,0,100251,1079794800,376,2003-2004
252,-1,0,,0,0,10183,0,82,-1,1,,0,3,10135,0,100252,1079794800,376,2003-2004
253,-1,1,,0,1,10007,0,82,-1,2,,0,2,10215,0,100253,1079794800,376,2003-2004
254,-1,2,,0,2,10006,0,82,-1,0,,0,0,10411,0,100254,1079794800,376,2003-2004
255,-1,1,,0,1,10018,0,82,-1,2,,0,2,10180,0,100255,1079794800,376,2003-2004
256,-1,0,,0,1,10250,0,82,-1,0,,0,1,10247,0,100256,1079794800,376,2003-2004
257,-1,0,,0,1,10179,0,82,-1,2,,0,3,10136,0,100257,1079803800,376,2003-2004
258,-1,0,,0,0,10182,0,82,-1,0,,0,1,10185,0,100258,1079885100,376,2003-2004
259,-1,1,,0,1,10181,0,82,-1,1,,0,2,10175,0,100259,1079985600,376,2003-2004
260,-1,0,,0,2,10180,0,82,-1,0,,0,0,10007,0,100260,1079181000,376,2003-2004
261,-1,0,,0,0,10185,0,82,-1,0,,0,1,10250,0,100261,1079190000,376,2003-2004
262,-1,0,,0,0,10175,0,82,-1,0,,0,2,10018,0,100262,1079190000,376,2003-2004
263,-1,0,,0,1,10247,0,82,-1,0,,0,0,10008,0,100263,1079190000,376,2003-2004
264,-1,0,,0,2,10215,0,82,-1,0,,0,0,10006,0,100264,1079190000,376,2003-2004
265,-1,0,,0,0,10004,0,82,-1,1,,0,1,10179,0,100265,1079190000,376,2003-2004
266,-1,3,,0,4,10411,0,82,-1,0,,0,0,10226,0,100266,1079267400,376,2003-2004
267,-1,1,,0,1,10135,0,82,-1,2,,0,4,10181,0,100267,1079272800,376,2003-2004
268,-1,0,,0,0,10136,0,82,-1,0,,0,1,10183,0,100268,1079276400,376,2003-2004
269,-1,0,,0,0,10249,0,82,-1,0,,0,2,10182,0,100269,1079280300,376,2003-2004
