,match_id,competition_id,open_date,home_team,away_team,home_rank,home_score,home_half_score,home_red,home_yellow,home_corner,away_rank,away_score,away_half_score,away_red,away_yellow,away_corner,season_id,season_name
20,100020,82,1084015800,10135,10180,,1,0,0,0,-1,,1,1,0,0,-1,376,2003-2004
21,100021,82,1084024800,10250,10007,,1,0,0,0,-1,,2,1,0,0,-1,376,2003-2004
22,100022,82,1084024800,10175,10179,,3,2,0,0,-1,,3,1,0,0,-1,376,2003-2004
23,100023,82,1084024800,10247,10185,,3,2,0,0,-1,,1,0,0,0,-1,376,2003-2004
24,100024,82,1084024800,10004,10181,,2,2,0,0,-1,,1,1,0,0,-1,376,2003-2004
25,100025,82,1084024800,10182,10411,,1,1,0,0,-1,,1,1,0,0,-1,376,2003-2004
26,100026,82,1084024800,10183,10006,,1,1,0,0,-1,,0,0,0,0,-1,376,2003-2004
27,100027,82,1084034100,10008,10249,,0,0,0,0,-1,,3,1,0,0,-1,376,2003-2004
28,100028,82,1084111200,10136,10226,,1,1,0,0,-1,,1,0,0,0,-1,376,2003-2004
29,100029,82,1084115100,10018,10215,,0,0,0,0,-1,,1,1,0,0,-1,376,2003-2004
30,100030,82,1061031600,10008,10183,,1,1,0,0,-1,,0,0,0,0,-1,376,2003-2004
31,100031,82,1061033400,10185,10411,,2,1,0,0,-1,,1,0,0,0,-1,376,2003-2004
32,100032,82,1061042400,10215,10250,,2,1,0,0,-1,,1,0,0,0,-1,376,2003-2004
33,100033,82,1061042400,10006,10226,,5,2,0,0,-1,,1,0,0,0,-1,376,2003-2004
34,100034,82,1061042400,10135,10007,,4,1,0,0,-1,,0,0,0,0,-1,376,2003-2004
35,100035,82,1061042400,10018,10004,,3,1,0,0,-1,,2,1,0,0,-1,376,2003-2004
36,100036,82,1061042400,10247,10182,,2,2,0,0,-1,,2,0,0,0,-1,376,2003-2004
37,100037,82,1061125200,10175,10136,,2,1,0,0,-1,,2,1,0,0,-1,376,2003-2004
38,100038,82,1061125200,10179,10181,,0,0,0,0,-1,,3,2,0,0,-1,376,2003-2004
39,100039,82,1061132700,10249,10180,,1,0,0,0,-1,,2,1,0,0,-1,376,2003-2004
40,100040,82,1061636400,10136,10135,,1,1,0,0,-1,,2,0,0,0,-1,376,2003-2004
41,100041,82,1061647200,10007,10006,,2,2,0,0,-1,,2,0,0,0,-1,376,2003-2004
42,100042,82,1061647200,10180,10247,,2,2,0,0,-1,,1,1,0,0,-1,376,2003-2004
43,100043,82,1061647200,10250,10018,,3,3,0,0,-1,,1,0,0,0,-1,376,2003-2004
44,100044,82,1061647200,10181,10185,,1,0,0,0,-1,,1,1,0,0,-1,376,2003-2004
45,100045,82,1061647200,10182,10008,,0,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
46,100046,82,1061647200,10183,10175,,2,1,0,0,-1,,1,1,0,0,-1,376,2003-2004
47,100047,82,1061647200,10226,10179,,0,0,0,0,-1,,4,4,0,0,-1,376,2003-2004
48,100048,82,1061730000,10411,10249,,0,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
49,100049,82,1061737500,10004,10215,,0,0,0,0,-1,,4,3,0,0,-1,376,2003-2004
50,100050,82,1061838000,10006,10181,,2,1,0,0,-1,,3,1,0,0,-1,376,2003-2004
51,100051,82,1061923500,10175,10182,,0,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
52,100052,82,1061923500,10247,10004,,0,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
53,100053,82,1061923500,10185,10007,,4,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
54,100054,82,1061924400,10179,10250,,2,1,0,0,-1,,2,1,0,0,-1,376,2003-2004
55,100055,82,1062009900,10215,10411,,2,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
56,100056,82,1062010800,10249,10183,,0,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
57,100057,82,1062010800,10135,10226,,1,1,0,0,-1,,0,0,0,0,-1,376,2003-2004
58,100058,82,1066157100,10008,10180,,0,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
59,100059,82,1066761900,10018,10136,,2,2,0,0,-1,,3,1,0,0,-1,376,2003-2004
60,100060,82,1062243000,10250,10249,,0,0,0,0,-1,,3,2,0,0,-1,376,2003-2004
61,100061,82,1062252000,10411,10247,,3,3,0,0,-1,,1,0,0,0,-1,376,2003-2004
62,100062,82,1062252000,10007,10179,,0,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
63,100063,82,1062252000,10180,10006,,2,1,0,0,-1,,2,1,0,0,-1,376,2003-2004
64,100064,82,1062252000,10004,10175,,2,0,0,0,-1,,3,1,0,0,-1,376,2003-2004
65,100065,82,1062252000,10136,10008,,0,0,0,0,-1,,1,0,0,0,-1,376,2003-2004
66,100066,82,1062252000,10183,10018,,0,0,0,0,-1,,3,3,0,0,-1,376,2003-2004
67,100067,82,1062252000,10226,10185,,0,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
68,100068,82,1062334800,10182,10135,,1,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
69,100069,82,1062342300,10181,10215,,1,1,0,0,-1,,2,0,0,0,-1,376,2003-2004
70,100070,82,1063461600,10215,10185,,1,1,0,0,-1,,1,1,0,0,-1,376,2003-2004
71,100071,82,1063461600,10006,10249,,1,1,0,0,-1,,3,1,0,0,-1,376,2003-2004
72,100072,82,1063461600,10007,10004,,2,1,0,0,-1,,0,0,0,0,-1,376,2003-2004
73,100073,82,1063461600,10179,10135,,0,0,0,0,-1,,2,0,0,0,-1,376,2003-2004
74,100074,82,1063461600,10180,10183,,4,2,0,0,-1,,2,1,0,0,-1,376,2003-2004
75,100075,82,1063461600,10250,10136,,2,0,0,0,-1,,2,0,0,0,-1,376,2003-2004
76,100076,82,1063461600,10182,10226,,2,1,0,0,-1,,0,0,0,0,-1,376,2003-2004
77,100077,82,1063544400,10181,10411,,4,0,0,0,-1,,1,1,0,0,-1,376,2003-2004
78,100078,82,1063551900,10008,10018,,2,1,0,0,-1,,2,1,0,0,-1,376,2003-2004
79,100079,82,1063652400,10247,10175,,4,2,0,0,-1,,0,0,0,0,-1,376,2003-2004
80,100080,82,1064057400,10226,10180,,0,0,0,0,-1,,5,2,0,0,-1,376,2003-2004
81,100081,82,1064066400,10018,10181,,2,0,0,0,-1,,2,0,0,0,-1,376,2003-2004
82,100082,82,1064066400,10249,10247,,2,1,0,0,-1,,1,0,0,0,-1,376,2003-2004
83,100083,82,1064066400,10185,10006,,1,0,0,0,-1,,2,2,0,0,-1,376,2003-2004
84,100084,82,1064066400,10411,10179,,2,1,0,0,-1,,1,0,0,0,-1,376,2003-2004
85,100085,82,1064066400,10175,10008,,0,0,0,0,-1,,2,0,0,0,-1,376,2003-2004
86,100086,82,1064066400,10136,10007,,0,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
87,100087,82,1064066400,10183,10182,,1,0,0,0,-1,,3,2,0,0,-1,376,2003-2004
88,100088,82,1064149200,10004,10250,,1,1,0,0,-1,,0,0,0,0,-1,376,2003-2004
89,100089,82,1064156700,10135,10215,,0,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
90,100090,82,1064602800,10215,10136,,3,1,0,0,-1,,2,1,0,0,-1,376,2003-2004
91,100091,82,1064671200,10247,10135,,1,0,0,0,-1,,4,3,0,0,-1,376,2003-2004
92,100092,82,1064671200,10182,10004,,0,0,0,0,-1,,1,1,0,0,-1,376,2003-2004
93,100093,82,1064671200,10008,10185,,2,1,0,0,-1,,0,0,0,0,-1,376,2003-2004
94,100094,82,1064671200,10007,10226,,1,0,0,0,-1,,1,1,0,0,-1,376,2003-2004
95,100095,82,1064671200,10180,10411,,1,1,0,0,-1,,0,0,0,0,-1,376,2003-2004
96,100096,82,1064754000,10179,10249,,3,2,0,0,-1,,2,1,0,0,-1,376,2003-2004
97,100097,82,1064757600,10006,10018,,0,0,0,0,-1,,2,1,0,0,-1,376,2003-2004
98,100098,82,1064757600,10250,10175,,4,3,0,0,-1,,0,0,0,0,-1,376,2003-2004
99,100099,82,1064761500,10181,10183,,0,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
100,100100,82,1081510200,10215,10249,,4,1,0,0,-1,,2,2,0,0,-1,376,2003-2004
101,100101,82,1081537200,10250,10183,,3,3,0,0,-1,,1,0,0,0,-1,376,2003-2004
102,100102,82,1081605600,10180,10004,,0,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
103,100103,82,1081605600,10008,10135,,1,1,0,0,-1,,2,0,0,0,-1,376,2003-2004
104,100104,82,1081605600,10006,10175,,1,0,0,0,-1,,2,1,0,0,-1,376,2003-2004
105,100105,82,1081605600,10007,10411,,2,0,0,0,-1,,2,1,0,0,-1,376,2003-2004
106,100106,82,1081605600,10179,10185,,1,1,0,0,-1,,1,0,0,0,-1,376,2003-2004
107,100107,82,1081605600,10247,10018,,0,0,0,0,-1,,2,0,0,0,-1,376,2003-2004
108,100108,82,1081605600,10181,10226,,3,2,0,0,-1,,3,2,0,0,-1,376,2003-2004
109,100109,82,1084387500,10182,10136,,3,2,0,0,-1,,3,2,0,0,-1,376,2003-2004
110,100110,82,1081695900,10136,10215,,0,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
111,100111,82,1081778400,10411,10180,,3,1,0,0,-1,,2,1,0,0,-1,376,2003-2004
112,100112,82,1081778400,10249,10179,,0,0,0,0,-1,,1,0,0,0,-1,376,2003-2004
113,100113,82,1081778400,10185,10008,,3,1,0,0,-1,,1,0,0,0,-1,376,2003-2004
114,100114,82,1081778400,10183,10181,,1,0,0,0,-1,,1,1,0,0,-1,376,2003-2004
115,100115,82,1081778400,10226,10007,,1,1,0,0,-1,,2,1,0,0,-1,376,2003-2004
116,100116,82,1081778400,10004,10182,,3,2,0,0,-1,,1,0,0,0,-1,376,2003-2004
117,100117,82,1081796400,10018,10006,,3,2,0,0,-1,,4,1,0,0,-1,376,2003-2004
118,100118,82,1081881900,10175,10250,,1,0,0,0,-1,,1,1,0,0,-1,376,2003-2004
119,100119,82,1081882800,10135,10247,,1,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
120,100120,82,1072440000,10215,10226,,3,2,0,0,-1,,0,0,0,0,-1,376,2003-2004
121,100121,82,1072440000,10018,10182,,2,1,0,0,-1,,0,0,0,0,-1,376,2003-2004
122,100122,82,1072441800,10179,10180,,4,2,0,0,-1,,2,1,0,0,-1,376,2003-2004
123,100123,82,1072450800,10008,10181,,2,0,0,0,-1,,1,1,0,0,-1,376,2003-2004
124,100124,82,1072450800,10006,10004,,2,1,0,0,-1,,2,1,0,0,-1,376,2003-2004
125,100125,82,1072450800,10175,10411,,0,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
126,100126,82,1072450800,10247,10136,,1,0,0,0,-1,,1,0,0,0,-1,376,2003-2004
127,100127,82,1072450800,10249,10007,,3,1,0,0,-1,,1,0,0,0,-1,376,2003-2004
128,100128,82,1072450800,10135,10250,,3,2,0,0,-1,,2,1,0,0,-1,376,2003-2004
129,100129,82,1072450800,10185,10183,,2,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
130,100130,82,1072614600,10180,10185,,3,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
131,100131,82,1072620000,10136,10006,,0,0,0,0,-1,,1,0,0,0,-1,376,2003-2004
132,100132,82,1072623600,10411,10018,,3,1,0,0,-1,,0,0,0,0,-1,376,2003-2004
133,100133,82,1072623600,10007,10247,,2,1,0,0,-1,,2,1,0,0,-1,376,2003-2004
134,100134,82,1072623600,10250,10008,,1,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
135,100135,82,1072623600,10181,10249,,2,1,0,0,-1,,2,0,0,0,-1,376,2003-2004
136,100136,82,1072623600,10183,10179,,0,0,0,0,-1,,1,0,0,0,-1,376,2003-2004
137,100137,82,1072623600,10226,10175,,3,1,0,0,-1,,1,1,0,0,-1,376,2003-2004
138,100138,82,1072627500,10004,10135,,0,0,0,0,-1,,1,1,0,0,-1,376,2003-2004
139,100139,82,1072728000,10182,10215,,0,0,0,0,-1,,1,1,0,0,-1,376,2003-2004
140,100140,82,1084629600,10411,10135,,0,0,0,0,-1,,2,2,0,0,-1,376,2003-2004
141,100141,82,1084629600,10006,10008,,1,1,0,0,-1,,1,0,0,0,-1,376,2003-2004
142,100142,82,1084629600,10007,10018,,0,0,0,0,-1,,2,1,0,0,-1,376,2003-2004
143,100143,82,1084629600,10179,10182,,2,1,0,0,-1,,1,0,0,0,-1,376,2003-2004
144,100144,82,1084629600,10180,10175,,1,1,0,0,-1,,0,0,0,0,-1,376,2003-2004
145,100145,82,1084629600,10249,10136,,1,0,0,0,-1,,1,1,0,0,-1,376,2003-2004
146,100146,82,1084629600,10181,10250,,5,3,0,0,-1,,1,0,0,0,-1,376,2003-2004
147,100147,82,1084629600,10185,10004,,5,3,0,0,-1,,1,1,0,0,-1,376,2003-2004
148,100148,82,1084629600,10226,10183,,0,0,0,0,-1,,2,1,0,0,-1,376,2003-2004
149,100149,82,1084629600,10215,10247,,2,0,0,0,-1,,1,1,0,0,-1,376,2003-2004
150,100150,82,1068294600,10226,10008,,1,0,0,0,-1,,1,0,0,0,-1,376,2003-2004
151,100151,82,1068303600,10215,10183,,2,0,0,0,-1,,1,1,0,0,-1,376,2003-2004
152,100152,82,1068303600,10411,10004,,0,0,0,0,-1,,2,1,0,0,-1,376,2003-2004
153,100153,82,1068303600,10007,10182,,0,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
154,100154,82,1068303600,10179,10018,,3,1,0,0,-1,,1,0,0,0,-1,376,2003-2004
155,100155,82,1068303600,10185,10175,,6,2,0,0,-1,,1,1,0,0,-1,376,2003-2004
156,100156,82,1068385500,10249,10135,,1,0,0,0,-1,,2,0,0,0,-1,376,2003-2004
157,100157,82,1068390000,10181,10247,,0,0,0,0,-1,,3,1,0,0,-1,376,2003-2004
158,100158,82,1068393900,10180,10136,,5,3,0,0,-1,,0,0,0,0,-1,376,2003-2004
159,100159,82,1068494400,10006,10250,,2,2,0,0,-1,,1,0,0,0,-1,376,2003-2004
160,100160,82,1069504200,10135,10006,,2,2,0,0,-1,,1,0,0,0,-1,376,2003-2004
161,100161,82,1069513200,10008,10215,,0,0,0,0,-1,,3,1,0,0,-1,376,2003-2004
162,100162,82,1069513200,10250,10226,,2,2,0,0,-1,,0,0,0,0,-1,376,2003-2004
163,100163,82,1069513200,10175,10007,,0,0,0,0,-1,,2,2,0,0,-1,376,2003-2004
164,100164,82,1069513200,10247,10179,,1,1,0,0,-1,,1,0,0,0,-1,376,2003-2004
165,100165,82,1069513200,10004,10249,,0,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
166,100166,82,1069513200,10136,10181,,3,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
167,100167,82,1069513200,10182,10180,,0,0,0,0,-1,,1,0,0,0,-1,376,2003-2004
168,100168,82,1069603500,10183,10411,,2,0,0,0,-1,,1,0,0,0,-1,376,2003-2004
169,100169,82,1069704000,10018,10185,,2,2,0,0,-1,,0,0,0,0,-1,376,2003-2004
170,100170,82,1067081400,10007,10008,,0,0,0,0,-1,,1,1,0,0,-1,376,2003-2004
171,100171,82,1067081400,10249,10175,,3,1,0,0,-1,,1,1,0,0,-1,376,2003-2004
172,100172,82,1067090400,10411,10250,,0,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
173,100173,82,1067090400,10180,10181,,1,1,0,0,-1,,0,0,0,0,-1,376,2003-2004
174,100174,82,1067090400,10135,10018,,1,1,0,0,-1,,3,1,0,0,-1,376,2003-2004
175,100175,82,1067090400,10136,10185,,3,2,0,0,-1,,0,0,0,0,-1,376,2003-2004
176,100176,82,1067090400,10182,10006,,2,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
177,100177,82,1067090400,10226,10247,,4,0,0,0,-1,,3,3,0,0,-1,376,2003-2004
178,100178,82,1067176800,10179,10215,,1,1,0,0,-1,,1,1,0,0,-1,376,2003-2004
179,100179,82,1067184300,10183,10004,,0,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
180,100180,82,1067698800,10250,10180,,0,0,0,0,-1,,1,0,0,0,-1,376,2003-2004
181,100181,82,1067698800,10175,10215,,1,0,0,0,-1,,4,3,0,0,-1,376,2003-2004
182,100182,82,1067698800,10135,10185,,3,1,0,0,-1,,0,0,0,0,-1,376,2003-2004
183,100183,82,1067698800,10004,10226,,2,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
184,100184,82,1067698800,10136,10411,,1,1,0,0,-1,,1,1,0,0,-1,376,2003-2004
185,100185,82,1067698800,10182,10181,,0,0,0,0,-1,,2,1,0,0,-1,376,2003-2004
186,100186,82,1067698800,10183,10007,,0,0,0,0,-1,,1,0,0,0,-1,376,2003-2004
187,100187,82,1067781600,10018,10249,,1,1,0,0,-1,,2,1,0,0,-1,376,2003-2004
188,100188,82,1067789100,10247,10006,,2,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
189,100189,82,1067889600,10008,10179,,1,0,0,0,-1,,2,1,0,0,-1,376,2003-2004
190,100190,82,1071316800,10247,10008,,0,0,0,0,-1,,2,1,0,0,-1,376,2003-2004
191,100191,82,1071318600,10135,10181,,3,2,0,0,-1,,1,0,0,0,-1,376,2003-2004
192,100192,82,1071327600,10180,10007,,1,1,0,0,-1,,2,1,0,0,-1,376,2003-2004
193,100193,82,1071327600,10249,10182,,1,0,0,0,-1,,2,1,0,0,-1,376,2003-2004
194,100194,82,1071327600,10004,10179,,0,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
195,100195,82,1071327600,10136,10183,,4,1,0,0,-1,,0,0,0,0,-1,376,2003-2004
196,100196,82,1071327600,10185,10250,,1,1,0,0,-1,,2,2,0,0,-1,376,2003-2004
197,100197,82,1071403200,10411,10226,,3,2,0,0,-1,,2,1,0,0,-1,376,2003-2004
198,100198,82,1071410400,10215,10006,,1,1,0,0,-1,,0,0,0,0,-1,376,2003-2004
199,100199,82,1071417900,10175,10018,,3,1,0,0,-1,,2,0,0,0,-1,376,2003-2004
200,100200,82,1071932400,10006,10411,,0,0,0,0,-1,,2,0,0,0,-1,376,2003-2004
201,100201,82,1071932400,10007,10215,,1,0,0,0,-1,,1,0,0,0,-1,376,2003-2004
202,100202,82,1071932400,10179,10136,,0,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
203,100203,82,1071932400,10250,10247,,3,1,0,0,-1,,2,1,0,0,-1,376,2003-2004
204,100204,82,1071932400,10018,10180,,0,0,0,0,-1,,1,0,0,0,-1,376,2003-2004
205,100205,82,1072009800,10182,10185,,3,1,0,0,-1,,0,0,0,0,-1,376,2003-2004
206,100206,82,1072022700,10183,10135,,1,0,0,0,-1,,2,2,0,0,-1,376,2003-2004
207,100207,82,1072123200,10181,10175,,1,0,0,0,-1,,1,1,0,0,-1,376,2003-2004
208,100208,82,1074714300,10226,10249,,1,0,0,0,-1,,1,1,0,0,-1,376,2003-2004
209,100209,82,1078343100,10008,10004,,3,1,0,0,-1,,1,0,0,0,-1,376,2003-2004
210,100210,82,1070109000,10226,10136,,1,1,0,0,-1,,1,1,0,0,-1,376,2003-2004
211,100211,82,1070118000,10411,10182,,1,1,0,0,-1,,0,0,0,0,-1,376,2003-2004
212,100212,82,1070118000,10006,10183,,1,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
213,100213,82,1070118000,10007,10250,,2,1,0,0,-1,,0,0,0,0,-1,376,2003-2004
214,100214,82,1070118000,10179,10175,,0,0,0,0,-1,,1,1,0,0,-1,376,2003-2004
215,100215,82,1070118000,10185,10247,,0,0,0,0,-1,,2,1,0,0,-1,376,2003-2004
216,100216,82,1070200800,10215,10018,,0,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
217,100217,82,1070204400,10249,10008,,3,1,0,0,-1,,1,1,0,0,-1,376,2003-2004
218,100218,82,1070204400,10181,10004,,0,0,0,0,-1,,1,1,0,0,-1,376,2003-2004
219,100219,82,1070208300,10180,10135,,1,1,0,0,-1,,0,0,0,0,-1,376,2003-2004
220,100220,82,1070713800,10136,10249,,1,0,0,0,-1,,1,1,0,0,-1,376,2003-2004
221,100221,82,1070722800,10008,10006,,0,0,0,0,-1,,4,0,0,0,-1,376,2003-2004
222,100222,82,1070722800,10018,10007,,2,0,0,0,-1,,1,0,0,0,-1,376,2003-2004
223,100223,82,1070722800,10175,10180,,1,1,0,0,-1,,1,0,0,0,-1,376,2003-2004
224,100224,82,1070722800,10247,10215,,1,0,0,0,-1,,1,0,0,0,-1,376,2003-2004
225,100225,82,1070722800,10135,10411,,4,2,0,0,-1,,0,0,0,0,-1,376,2003-2004
226,100226,82,1070722800,10004,10185,,0,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
227,100227,82,1070722800,10183,10226,,5,1,0,0,-1,,2,1,0,0,-1,376,2003-2004
228,100228,82,1070805600,10250,10181,,0,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
229,100229,82,1070813100,10182,10179,,3,2,0,0,-1,,2,0,0,0,-1,376,2003-2004
230,100230,82,1080390600,10008,10175,,4,1,0,0,-1,,1,1,0,0,-1,376,2003-2004
231,100231,82,1080399600,10181,10018,,0,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
232,100232,82,1080399600,10182,10183,,1,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
233,100233,82,1080399600,10006,10185,,1,1,0,0,-1,,2,1,0,0,-1,376,2003-2004
234,100234,82,1080399600,10179,10411,,1,1,0,0,-1,,2,1,0,0,-1,376,2003-2004
235,100235,82,1080399600,10180,10226,,5,1,0,0,-1,,2,1,0,0,-1,376,2003-2004
236,100236,82,1080399600,10250,10004,,1,0,0,0,-1,,1,0,0,0,-1,376,2003-2004
237,100237,82,1080478800,10007,10136,,1,1,0,0,-1,,0,0,0,0,-1,376,2003-2004
238,100238,82,1080482400,10247,10249,,0,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
239,100239,82,1080486300,10215,10135,,1,0,0,0,-1,,1,0,0,0,-1,376,2003-2004
240,100240,82,1081000800,10018,10008,,0,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
241,100241,82,1081000800,10136,10250,,4,2,0,0,-1,,2,1,0,0,-1,376,2003-2004
242,100242,82,1081000800,10183,10180,,0,0,0,0,-1,,1,1,0,0,-1,376,2003-2004
243,100243,82,1081000800,10226,10182,,1,0,0,0,-1,,4,1,0,0,-1,376,2003-2004
244,100244,82,1081000800,10004,10007,,2,1,0,0,-1,,0,0,0,0,-1,376,2003-2004
245,100245,82,1081083600,10411,10181,,1,1,0,0,-1,,1,0,0,0,-1,376,2003-2004
246,100246,82,1081087200,10249,10006,,4,3,0,0,-1,,0,0,0,0,-1,376,2003-2004
247,100247,82,1081191600,10175,10247,,3,2,0,0,-1,,2,0,0,0,-1,376,2003-2004
248,100248,82,1082487600,10135,10179,,2,1,0,0,-1,,0,0,0,0,-1,376,2003-2004
249,100249,82,1083697200,10185,10215,,1,1,0,0,-1,,1,0,0,0,-1,376,2003-2004
250,100250,82,1079794800,10004,10008,,5,4,0,0,-1,,3,2,0,0,-1,376,2003-2004
251,100251,82,1079794800,10249,10226,,1,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
252,100252,82,1079794800,10135,10183,,3,1,0,0,-1,,0,0,0,0,-1,376,2003-2004
253,100253,82,1079794800,10215,10007,,2,2,0,0,-1,,1,1,0,0,-1,376,2003-2004
254,100254,82,1079794800,10411,10006,,0,0,0,0,-1,,2,2,0,0,-1,376,2003-2004
255,100255,82,1079794800,10180,10018,,2,2,0,0,-1,,1,1,0,0,-1,376,2003-2004
256,100256,82,1079794800,10247,10250,,1,0,0,0,-1,,1,0,0,0,-1,376,2003-2004
257,100257,82,1079803800,10136,10179,,3,2,0,0,-1,,1,0,0,0,-1,376,2003-2004
258,100258,82,1079885100,10185,10182,,1,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
259,100259,82,1079985600,10175,10181,,2,1,0,0,-1,,1,1,0,0,-1,376,2003-2004
260,100260,82,1079181000,10007,10180,,0,0,0,0,-1,,2,0,0,0,-1,376,2003-2004
261,100261,82,1079190000,10250,10185,,1,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
262,100262,82,1079190000,10018,10175,,2,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
263,100263,82,1079190000,10008,10247,,0,0,0,0,-1,,1,0,0,0,-1,376,2003-2004
264,100264,82,1079190000,10006,10215,,0,0,0,0,-1,,2,0,0,0,-1,376,2003-2004
265,100265,82,1079190000,10179,10004,,1,1,0,0,-1,,0,0,0,0,-1,376,2003-2004
266,100266,82,1079267400,10226,10411,,0,0,0,0,-1,,4,3,0,0,-1,376,2003-2004
267,100267,82,1079272800,10181,10135,,4,2,0,0,-1,,1,1,0,0,-1,376,2003-2004
268,100268,82,1079276400,10183,10136,,1,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
269,100269,82,1079280300,10182,10249,,2,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
270,100270,82,1077980400,10018,10135,,1,0,0,0,-1,,1,1,0,0,-1,376,2003-2004
271,100271,82,1077980400,10215,10179,,2,2,0,0,-1,,1,0,0,0,-1,376,2003-2004
272,100272,82,1077980400,10006,10182,,1,0,0,0,-1,,1,1,0,0,-1,376,2003-2004
273,100273,82,1077980400,10250,10411,,2,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
274,100274,82,1077980400,10247,10226,,0,0,0,0,-1,,0,0,0,0,-1,376,2003-2004
275,100275,82,1077980400,10181,10180,,0,0,0,0,-1,,1,0,0,0,-1,376,2003-2004
