,match_id,status,competition_id,open_date,home_team,away_team,home_rank,home_score,home_half_score,home_red,home_yellow,home_corner,away_rank,away_score,away_half_score,away_red,away_yellow,away_corner
30,100030,8,82,1061031600,10008,10183,,1,1,0,0,-1,,0,0,0,0,-1
31,100031,8,82,1061033400,10185,10411,,2,1,0,0,-1,,1,0,0,0,-1
32,100032,8,82,1061042400,10215,10250,,2,1,0,0,-1,,1,0,0,0,-1
33,100033,8,82,1061042400,10006,10226,,5,2,0,0,-1,,1,0,0,0,-1
34,100034,8,82,1061042400,10135,10007,,4,1,0,0,-1,,0,0,0,0,-1
35,100035,8,82,1061042400,10018,10004,,3,1,0,0,-1,,2,1,0,0,-1
36,100036,8,82,1061042400,10247,10182,,2,2,0,0,-1,,2,0,0,0,-1
37,100037,8,82,1061125200,10175,10136,,2,1,0,0,-1,,2,1,0,0,-1
38,100038,8,82,1061125200,10179,10181,,0,0,0,0,-1,,3,2,0,0,-1
39,100039,8,82,1061132700,10249,10180,,1,0,0,0,-1,,2,1,0,0,-1
40,100040,8,82,1061636400,10136,10135,,1,1,0,0,-1,,2,0,0,0,-1
41,100041,8,82,1061647200,10007,10006,,2,2,0,0,-1,,2,0,0,0,-1
42,100042,8,82,1061647200,10180,10247,,2,2,0,0,-1,,1,1,0,0,-1
43,100043,8,82,1061647200,10250,10018,,3,3,0,0,-1,,1,0,0,0,-1
44,100044,8,82,1061647200,10181,10185,,1,0,0,0,-1,,1,1,0,0,-1
45,100045,8,82,1061647200,10182,10008,,0,0,0,0,-1,,0,0,0,0,-1
46,100046,8,82,1061647200,10183,10175,,2,1,0,0,-1,,1,1,0,0,-1
47,100047,8,82,1061647200,10226,10179,,0,0,0,0,-1,,4,4,0,0,-1
48,100048,8,82,1061730000,10411,10249,,0,0,0,0,-1,,0,0,0,0,-1
49,100049,8,82,1061737500,10004,10215,,0,0,0,0,-1,,4,3,0,0,-1
50,100050,8,82,1061838000,10006,10181,,2,1,0,0,-1,,3,1,0,0,-1
51,100051,8,82,1061923500,10175,10182,,0,0,0,0,-1,,0,0,0,0,-1
52,100052,8,82,1061923500,10247,10004,,0,0,0,0,-1,,0,0,0,0,-1
53,100053,8,82,1061923500,10185,10007,,4,0,0,0,-1,,0,0,0,0,-1
54,100054,8,82,1061924400,10179,10250,,2,1,0,0,-1,,2,1,0,0,-1
55,100055,8,82,1062009900,10215,10411,,2,0,0,0,-1,,0,0,0,0,-1
56,100056,8,82,1062010800,10249,10183,,0,0,0,0,-1,,0,0,0,0,-1
57,100057,8,82,1062010800,10135,10226,,1,1,0,0,-1,,0,0,0,0,-1
58,100058,8,82,1066157100,10008,10180,,0,0,0,0,-1,,0,0,0,0,-1
59,100059,8,82,1066761900,10018,10136,,2,2,0,0,-1,,3,1,0,0,-1
