,match_id,match_count,model_count,change_count,league_count,won,drawn,lost
0,100380,153461,23415,987,35,0.460000,0.280000,0.260000
1,100381,4151,1148,558,17,0.830000,0.110000,0.060000
2,100382,4153,1148,558,19,0.830000,0.110000,0.060000
3,100383,129196,20928,987,28,0.490000,0.270000,0.240000
4,100384,117656,12247,974,32,0.310000,0.280000,0.410000
5,100385,68513,13359,965,29,0.580000,0.240000,0.180000
6,100386,23096,1439,899,8,0.190000,0.220000,0.590000
7,100387,197764,27094,1021,34,0.410000,0.290000,0.300000
8,100388,18321,1040,884,30,0.170000,0.200000,0.630000
9,100389,129196,20928,987,28,0.490000,0.270000,0.240000
10,100390,113248,19775,996,31,0.520000,0.260000,0.220000
11,100391,2770,815,500,1,0.880000,0.080000,0.040000
12,100392,213719,28618,1040,38,0.400000,0.280000,0.320000
13,100393,131904,21571,994,6,0.490000,0.270000,0.240000
14,100394,211051,28676,1043,22,0.410000,0.280000,0.310000
15,100395,186728,27359,1019,35,0.440000,0.280000,0.280000
16,100396,213633,30120,1036,30,0.420000,0.280000,0.300000
17,100397,18315,1039,883,24,0.170000,0.200000,0.630000
18,100398,54126,11377,959,33,0.630000,0.220000,0.150000
19,100399,213633,30120,1036,30,0.420000,0.280000,0.300000
20,100400,218262,28679,1045,18,0.390000,0.280000,0.330000
21,100401,23085,1437,899,36,0.190000,0.220000,0.590000
22,100402,213633,30120,1036,30,0.420000,0.280000,0.300000
23,100403,213633,30120,1036,30,0.420000,0.280000,0.300000
24,100404,5346,1501,649,3,0.840000,0.100000,0.060000
25,100405,8270,2186,707,2,0.790000,0.130000,0.080000
26,100406,209825,28320,1039,5,0.400000,0.280000,0.320000
27,100407,131904,21571,994,6,0.490000,0.270000,0.240000
28,100408,186728,27359,1019,35,0.440000,0.280000,0.280000
29,100409,27308,6352,885,8,0.700000,0.190000,0.110000
30,100410,195286,25648,1027,13,0.390000,0.290000,0.320000
31,100411,81077,15039,979,35,0.560000,0.250000,0.190000
32,100412,54134,11377,959,2,0.630000,0.220000,0.150000
33,100413,156378,18272,991,27,0.350000,0.290000,0.360000
34,100414,153461,23415,987,35,0.460000,0.280000,0.260000
35,100415,153461,23415,987,35,0.460000,0.280000,0.260000
36,100416,173620,24852,998,31,0.430000,0.290000,0.280000
37,100417,2770,815,500,1,0.880000,0.080000,0.040000
38,100418,195286,25648,1027,13,0.390000,0.290000,0.320000
39,100419,7126,1931,704,28,0.810000,0.120000,0.070000
40,100420,94072,9186,963,4,0.290000,0.270000,0.440000
41,100421,213143,27383,1040,8,0.390000,0.290000,0.320000
42,100422,7124,1931,704,26,0.810000,0.120000,0.070000
43,100423,42431,9277,933,38,0.660000,0.210000,0.130000
44,100424,215015,30121,1033,8,0.420000,0.280000,0.300000
45,100425,160829,25475,1006,32,0.480000,0.270000,0.250000
46,100426,2415,68,452,36,0.080000,0.130000,0.790000
47,100427,138649,14999,999,4,0.320000,0.280000,0.400000
48,100428,18321,1040,884,30,0.170000,0.200000,0.630000
49,100429,207500,27848,1035,20,0.400000,0.280000,0.320000
50,100430,18321,1040,884,30,0.170000,0.200000,0.630000
51,100431,100380,10021,953,33,0.300000,0.280000,0.420000
52,100432,213633,30120,1036,30,0.420000,0.280000,0.300000
53,100433,3460,991,538,28,0.860000,0.090000,0.050000
54,100434,996,301,202,21,0.910000,0.060000,0.030000
55,100435,1873,537,328,1,0.860000,0.080000,0.060000
56,100436,158311,24439,1000,10,0.460000,0.280000,0.260000
57,100437,5346,1501,649,3,0.840000,0.100000,0.060000
58,100438,24543,1619,897,12,0.200000,0.220000,0.580000
59,100439,209825,28320,1039,5,0.400000,0.280000,0.320000
60,100440,43462,3314,948,16,0.230000,0.240000,0.530000
61,100441,81044,15037,979,2,0.560000,0.250000,0.190000
62,100442,51764,4225,942,11,0.240000,0.250000,0.510000
63,100443,4151,1148,558,17,0.830000,0.110000,0.060000
64,100444,5297,179,637,32,0.100000,0.140000,0.760000
65,100445,54126,11377,959,33,0.630000,0.220000,0.150000
66,100446,209825,28320,1039,5,0.400000,0.280000,0.320000
67,100447,16550,4146,842,14,0.750000,0.150000,0.100000
68,100448,94337,9171,971,35,0.290000,0.270000,0.440000
69,100449,209825,28320,1039,5,0.400000,0.280000,0.320000
70,100450,158311,24439,1000,10,0.460000,0.280000,0.260000
71,100451,88785,16825,997,21,0.570000,0.240000,0.190000
72,100452,200156,28867,1019,8,0.430000,0.280000,0.290000
73,100453,113012,19717,991,29,0.520000,0.260000,0.220000
74,100454,54126,11377,959,33,0.630000,0.220000,0.150000
75,100455,16551,4146,842,15,0.750000,0.150000,0.100000
76,100456,23095,1439,899,7,0.190000,0.220000,0.590000
77,100457,88785,16825,997,21,0.570000,0.240000,0.190000
78,100458,23095,1439,899,7,0.190000,0.220000,0.590000
79,100459,1497,450,337,15,0.900000,0.070000,0.030000
80,100460,54602,4604,942,2,0.250000,0.250000,0.500000
81,100461,92156,8800,969,38,0.290000,0.270000,0.440000
82,100462,22485,5345,878,21,0.710000,0.180000,0.110000
83,100463,197852,23693,1036,5,0.360000,0.280000,0.360000
84,100464,3460,991,538,28,0.860000,0.090000,0.050000
85,100465,113248,19775,996,31,0.520000,0.260000,0.220000
86,100466,71782,6540,954,22,0.270000,0.260000,0.470000
87,100467,10894,532,797,13,0.150000,0.180000,0.670000
88,100468,171748,19852,1026,31,0.350000,0.280000,0.370000
89,100469,128470,21444,989,4,0.500000,0.270000,0.230000
90,100470,189786,28327,1019,12,0.450000,0.280000,0.270000
91,100471,218262,28679,1045,18,0.390000,0.280000,0.330000
92,100472,212412,26643,1043,18,0.380000,0.280000,0.340000
93,100473,213633,30120,1036,30,0.420000,0.280000,0.300000
94,100474,113248,19775,996,31,0.520000,0.260000,0.220000
95,100475,189786,28327,1019,12,0.450000,0.280000,0.270000
96,100476,13701,717,837,12,0.160000,0.190000,0.650000
97,100477,17305,4223,837,28,0.730000,0.160000,0.110000
98,100478,4151,1148,558,17,0.830000,0.110000,0.060000
99,100479,66202,13337,973,19,0.600000,0.230000,0.170000
100,100480,173429,20638,1008,35,0.360000,0.290000,0.350000
101,100481,111813,19482,990,0,0.520000,0.260000,0.220000
102,100482,109310,18471,976,32,0.510000,0.260000,0.230000
103,100483,16552,4146,842,16,0.750000,0.150000,0.100000
104,100484,42438,9277,933,6,0.660000,0.210000,0.130000
105,100485,2770,815,500,1,0.880000,0.080000,0.040000
106,100486,131903,21534,988,5,0.490000,0.270000,0.240000
107,100487,8653,389,767,34,0.130000,0.160000,0.710000
108,100488,109310,18471,976,32,0.510000,0.260000,0.230000
109,100489,197764,27094,1021,34,0.410000,0.290000,0.300000
110,100490,203607,28051,1024,27,0.410000,0.290000,0.300000
111,100491,54134,11377,959,2,0.630000,0.220000,0.150000
112,100492,189549,26881,1002,9,0.430000,0.290000,0.280000
113,100493,18322,1040,884,31,0.170000,0.200000,0.630000
114,100494,165341,24698,989,20,0.450000,0.280000,0.270000
115,100495,88769,16816,996,5,0.570000,0.240000,0.190000
116,100496,32402,2227,927,32,0.210000,0.230000,0.560000
117,100497,131904,21571,994,6,0.490000,0.270000,0.240000
118,100498,131904,21571,994,6,0.490000,0.270000,0.240000
119,100499,128470,21444,989,4,0.500000,0.270000,0.230000
120,100500,158311,24439,1000,10,0.460000,0.280000,0.260000
121,100501,81044,15037,979,2,0.560000,0.250000,0.190000
122,100502,66202,13337,973,19,0.600000,0.230000,0.170000
123,100503,166214,18744,1019,35,0.340000,0.280000,0.380000
124,100504,66200,13337,973,17,0.600000,0.230000,0.170000
125,100505,197764,27094,1021,34,0.410000,0.290000,0.300000
126,100506,81077,15039,979,35,0.560000,0.250000,0.190000
127,100507,43462,3314,948,16,0.230000,0.240000,0.530000
128,100508,7126,1931,704,28,0.810000,0.120000,0.070000
129,100509,153461,23415,987,35,0.460000,0.280000,0.260000
130,100510,128470,21444,989,4,0.500000,0.270000,0.230000
131,100511,189786,28327,1019,12,0.450000,0.280000,0.270000
132,100512,7126,1931,704,28,0.810000,0.120000,0.070000
133,100513,160829,25475,1006,32,0.480000,0.270000,0.250000
134,100514,132777,21660,994,21,0.490000,0.270000,0.240000
135,100515,92156,8800,969,38,0.290000,0.270000,0.440000
136,100516,138482,14922,1002,32,0.320000,0.280000,0.400000
137,100517,175884,21726,1012,33,0.370000,0.290000,0.340000
138,100518,29639,2079,915,38,0.210000,0.230000,0.560000
139,100519,33533,7599,915,32,0.680000,0.200000,0.120000
140,100520,131904,21571,994,6,0.490000,0.270000,0.240000
141,100521,128534,21417,988,29,0.500000,0.270000,0.230000
142,100522,80929,7485,956,4,0.280000,0.260000,0.460000
143,100523,51532,4196,943,13,0.240000,0.250000,0.510000
144,100524,71782,6540,954,22,0.270000,0.260000,0.470000
145,100525,66152,13330,972,8,0.600000,0.230000,0.170000
146,100526,218262,28679,1045,18,0.390000,0.280000,0.330000
147,100527,157378,25059,1006,13,0.480000,0.270000,0.250000
148,100528,122535,12553,987,36,0.310000,0.270000,0.420000
149,100529,42430,9277,933,37,0.660000,0.210000,0.130000
150,100530,153461,23415,987,35,0.460000,0.280000,0.260000
151,100531,33533,7599,915,32,0.680000,0.200000,0.120000
152,100532,27312,6352,885,12,0.700000,0.190000,0.110000
153,100533,158509,24964,1002,13,0.470000,0.280000,0.250000
154,100534,197764,27094,1021,34,0.410000,0.290000,0.300000
155,100535,10897,532,797,16,0.150000,0.180000,0.670000
156,100536,42535,3253,937,25,0.230000,0.240000,0.530000
157,100537,2770,815,500,1,0.880000,0.080000,0.040000
158,100538,33533,7599,915,32,0.680000,0.200000,0.120000
159,100539,135635,14897,986,32,0.330000,0.290000,0.380000
160,100540,51532,4196,943,13,0.240000,0.250000,0.510000
161,100541,17306,4223,837,29,0.730000,0.160000,0.110000
162,100542,160829,25475,1006,32,0.480000,0.270000,0.250000
163,100543,213633,30120,1036,30,0.420000,0.280000,0.300000
164,100544,109451,18527,978,17,0.510000,0.260000,0.230000
165,100545,54120,11376,959,27,0.630000,0.220000,0.150000
166,100546,208032,28332,1040,6,0.410000,0.280000,0.310000
167,100547,54602,4604,942,2,0.250000,0.250000,0.500000
168,100548,94337,9171,971,35,0.290000,0.270000,0.440000
169,100549,3460,991,538,28,0.860000,0.090000,0.050000
170,100550,88785,16825,997,21,0.570000,0.240000,0.190000
171,100551,5346,1501,649,3,0.840000,0.100000,0.060000
172,100552,10894,532,797,13,0.150000,0.180000,0.670000
173,100553,18315,1039,883,24,0.170000,0.200000,0.630000
174,100554,54126,11377,959,33,0.630000,0.220000,0.150000
175,100555,42431,9277,933,38,0.660000,0.210000,0.130000
176,100556,88785,16825,997,21,0.570000,0.240000,0.190000
177,100557,158179,24335,997,34,0.460000,0.280000,0.260000
178,100558,133452,14250,999,33,0.320000,0.270000,0.410000
179,100559,194866,23241,1034,22,0.360000,0.280000,0.360000
180,100560,138482,14922,1002,32,0.320000,0.280000,0.400000
181,100561,160829,25475,1006,32,0.480000,0.270000,0.250000
182,100562,3460,991,538,28,0.860000,0.090000,0.050000
183,100563,43462,3314,948,16,0.230000,0.240000,0.530000
184,100564,218262,28679,1045,18,0.390000,0.280000,0.330000
185,100565,160829,25475,1006,32,0.480000,0.270000,0.250000
186,100566,128470,21444,989,4,0.500000,0.270000,0.230000
187,100567,7126,1931,704,28,0.810000,0.120000,0.070000
188,100568,43462,3314,948,16,0.230000,0.240000,0.530000
189,100569,70153,6193,965,31,0.260000,0.260000,0.480000
190,100570,13255,3379,797,34,0.760000,0.140000,0.100000
191,100571,7126,1931,704,28,0.810000,0.120000,0.070000
192,100572,94337,9171,971,35,0.290000,0.270000,0.440000
193,100573,42430,9277,933,37,0.660000,0.210000,0.130000
194,100574,88785,16825,997,21,0.570000,0.240000,0.190000
195,100575,218262,28679,1045,18,0.390000,0.280000,0.330000
196,100576,213633,30120,1036,30,0.420000,0.280000,0.300000
197,100577,131904,21571,994,6,0.490000,0.270000,0.240000
198,100578,42431,9277,933,38,0.660000,0.210000,0.130000
199,100579,10894,532,797,13,0.150000,0.180000,0.670000
200,100580,54126,11377,959,33,0.630000,0.220000,0.150000
201,100581,186728,27359,1019,35,0.440000,0.280000,0.280000
202,100582,113248,19775,996,31,0.520000,0.260000,0.220000
203,100583,27304,6351,885,4,0.700000,0.190000,0.110000
204,100584,43462,3314,948,16,0.230000,0.240000,0.530000
205,100585,94337,9171,971,35,0.290000,0.270000,0.440000
206,100586,158311,24439,1000,10,0.460000,0.280000,0.260000
207,100587,209825,28320,1039,5,0.400000,0.280000,0.320000
208,100588,125352,12886,986,6,0.310000,0.270000,0.420000
209,100589,128470,21444,989,4,0.500000,0.270000,0.230000
210,100590,54126,11377,959,33,0.630000,0.220000,0.150000
211,100591,3460,991,538,28,0.860000,0.090000,0.050000
212,100592,158311,24439,1000,10,0.460000,0.280000,0.260000
213,100593,206818,26675,1043,1,0.390000,0.280000,0.330000
214,100594,13695,716,837,6,0.160000,0.190000,0.650000
215,100595,213633,30120,1036,30,0.420000,0.280000,0.300000
216,100596,22485,5345,878,21,0.710000,0.180000,0.110000
217,100597,209825,28320,1039,5,0.400000,0.280000,0.320000
218,100598,122535,12553,987,36,0.310000,0.270000,0.420000
219,100599,218262,28679,1045,18,0.390000,0.280000,0.330000
220,100600,71782,6540,954,22,0.270000,0.260000,0.470000
221,100601,54126,11377,959,33,0.630000,0.220000,0.150000
222,100602,131904,21571,994,6,0.490000,0.270000,0.240000
223,100603,207154,26837,1043,25,0.390000,0.280000,0.330000
224,100604,122535,12553,987,36,0.310000,0.270000,0.420000
225,100605,128470,21444,989,4,0.500000,0.270000,0.230000
226,100606,54126,11377,959,33,0.630000,0.220000,0.150000
227,100607,7126,1931,704,28,0.810000,0.120000,0.070000
228,100608,23093,1439,899,5,0.190000,0.220000,0.590000
229,100609,158311,24439,1000,10,0.460000,0.280000,0.260000
230,100610,54126,11377,959,33,0.630000,0.220000,0.150000
231,100611,209825,28320,1039,5,0.400000,0.280000,0.320000
232,100612,88745,16820,997,20,0.570000,0.240000,0.190000
233,100613,213633,30120,1036,30,0.420000,0.280000,0.300000
234,100614,80992,15029,979,28,0.560000,0.250000,0.190000
235,100615,23096,1439,899,8,0.190000,0.220000,0.590000
236,100616,13256,3379,797,35,0.760000,0.140000,0.100000
237,100617,128470,21444,989,4,0.500000,0.270000,0.230000
238,100618,192143,23379,1019,29,0.370000,0.290000,0.340000
239,100619,66202,13337,973,19,0.600000,0.230000,0.170000
240,100620,32402,2227,927,32,0.210000,0.230000,0.560000
241,100621,88357,8490,948,22,0.290000,0.270000,0.440000
242,100622,109310,18471,976,32,0.510000,0.260000,0.230000
243,100623,88769,16816,996,5,0.570000,0.240000,0.190000
244,100624,191266,25198,1023,10,0.400000,0.290000,0.310000
245,100625,19000,1163,887,7,0.180000,0.210000,0.610000
246,100626,87706,8616,943,34,0.290000,0.280000,0.430000
247,100627,7126,1931,704,28,0.810000,0.120000,0.070000
248,100628,42431,9277,933,38,0.660000,0.210000,0.130000
249,100629,27312,6352,885,12,0.700000,0.190000,0.110000
250,100630,189786,28327,1019,12,0.450000,0.280000,0.270000
251,100631,208032,28332,1040,6,0.410000,0.280000,0.310000
252,100632,92139,16608,985,21,0.540000,0.250000,0.210000
253,100633,22485,5345,878,21,0.710000,0.180000,0.110000
254,100634,197852,23693,1036,5,0.360000,0.280000,0.360000
255,100635,209825,28320,1039,5,0.400000,0.280000,0.320000
256,100636,13255,3379,797,34,0.760000,0.140000,0.100000
257,100637,133452,14250,999,33,0.320000,0.270000,0.410000
258,100638,92156,8800,969,38,0.290000,0.270000,0.440000
259,100639,5297,179,637,32,0.100000,0.140000,0.760000
260,100640,127923,21380,990,3,0.500000,0.270000,0.230000
261,100641,8652,389,767,33,0.130000,0.160000,0.710000
262,100642,81044,15037,979,2,0.560000,0.250000,0.190000
263,100643,160829,25475,1006,32,0.480000,0.270000,0.250000
264,100644,81075,15039,979,33,0.560000,0.250000,0.190000
265,100645,43081,3432,921,25,0.240000,0.250000,0.510000
266,100646,22489,5346,878,25,0.710000,0.180000,0.110000
267,100647,91778,16529,980,11,0.540000,0.250000,0.210000
268,100648,5346,1501,649,3,0.840000,0.100000,0.060000
269,100649,138482,14922,1002,32,0.320000,0.280000,0.400000
270,100650,113207,19771,996,29,0.520000,0.260000,0.220000
271,100651,131904,21571,994,6,0.490000,0.270000,0.240000
272,100652,5346,1501,649,3,0.840000,0.100000,0.060000
273,100653,216424,28306,1045,13,0.390000,0.280000,0.330000
274,100654,17306,4223,837,29,0.730000,0.160000,0.110000
275,100655,158311,24439,1000,10,0.460000,0.280000,0.260000
276,100656,122535,12553,987,36,0.310000,0.270000,0.420000
277,100657,171748,19852,1026,31,0.350000,0.280000,0.370000
278,100658,214126,26816,1043,16,0.380000,0.280000,0.340000
279,100659,32406,2229,928,36,0.210000,0.230000,0.560000
280,100660,213633,30120,1036,30,0.420000,0.280000,0.300000
281,100661,42430,9277,933,37,0.660000,0.210000,0.130000
282,100662,33525,7597,915,24,0.680000,0.200000,0.120000
283,100663,27304,6351,885,4,0.700000,0.190000,0.110000
284,100664,29639,2079,915,38,0.210000,0.230000,0.560000
285,100665,218262,28679,1045,18,0.390000,0.280000,0.330000
286,100666,131904,21571,994,6,0.490000,0.270000,0.240000
287,100667,8652,389,767,33,0.130000,0.160000,0.710000
288,100668,189786,28327,1019,12,0.450000,0.280000,0.270000
289,100669,56180,11548,959,20,0.620000,0.230000,0.150000
290,100670,23093,1439,899,5,0.190000,0.220000,0.590000
291,100671,22489,5346,878,25,0.710000,0.180000,0.110000
292,100672,7126,1931,704,28,0.810000,0.120000,0.070000
293,100673,81044,15037,979,2,0.560000,0.250000,0.190000
294,100674,51764,4225,942,11,0.240000,0.250000,0.510000
295,100675,113207,19771,996,29,0.520000,0.260000,0.220000
296,100676,105477,10461,969,21,0.300000,0.270000,0.430000
297,100677,213633,30120,1036,30,0.420000,0.280000,0.300000
298,100678,218262,28679,1045,18,0.390000,0.280000,0.330000
299,100679,66202,13337,973,19,0.600000,0.230000,0.170000
300,100680,92156,8800,969,38,0.290000,0.270000,0.440000
301,100681,7126,1931,704,28,0.810000,0.120000,0.070000
302,100682,5346,1501,649,3,0.840000,0.100000,0.060000
303,100683,166214,18744,1019,35,0.340000,0.280000,0.380000
304,100684,213633,30120,1036,30,0.420000,0.280000,0.300000
305,100685,125352,12886,986,6,0.310000,0.270000,0.420000
306,100686,42431,9277,933,38,0.660000,0.210000,0.130000
307,100687,51764,4225,942,11,0.240000,0.250000,0.510000
308,100688,189786,28327,1019,12,0.450000,0.280000,0.270000
309,100689,19000,1163,887,7,0.180000,0.210000,0.610000
310,100690,81077,15039,979,35,0.560000,0.250000,0.190000
311,100691,4151,1148,558,17,0.830000,0.110000,0.060000
312,100692,8270,2186,707,2,0.790000,0.130000,0.080000
313,100693,195286,25648,1027,13,0.390000,0.290000,0.320000
314,100694,153461,23415,987,35,0.460000,0.280000,0.260000
315,100695,10897,532,797,16,0.150000,0.180000,0.670000
316,100696,153461,23415,987,35,0.460000,0.280000,0.260000
317,100697,174381,24360,984,12,0.420000,0.290000,0.290000
318,100698,91778,16529,980,11,0.540000,0.250000,0.210000
319,100699,135635,14897,986,32,0.330000,0.290000,0.380000
320,100700,213633,30120,1036,30,0.420000,0.280000,0.300000
321,100701,189786,28327,1019,12,0.450000,0.280000,0.270000
322,100702,7126,1931,704,28,0.810000,0.120000,0.070000
323,100703,113248,19775,996,31,0.520000,0.260000,0.220000
324,100704,158311,24439,1000,10,0.460000,0.280000,0.260000
325,100705,160829,25475,1006,32,0.480000,0.270000,0.250000
326,100706,7175,310,717,38,0.130000,0.150000,0.720000
327,100707,197852,23693,1036,5,0.360000,0.280000,0.360000
328,100708,66202,13337,973,19,0.600000,0.230000,0.170000
329,100709,122535,12553,987,36,0.310000,0.270000,0.420000
330,100710,13701,717,837,12,0.160000,0.190000,0.650000
331,100711,22485,5345,878,21,0.710000,0.180000,0.110000
332,100712,16550,4146,842,14,0.750000,0.150000,0.100000
333,100713,128470,21444,989,4,0.500000,0.270000,0.230000
334,100714,160829,25475,1006,32,0.480000,0.270000,0.250000
335,100715,54126,11377,959,33,0.630000,0.220000,0.150000
336,100716,218262,28679,1045,18,0.390000,0.280000,0.330000
337,100717,23095,1439,899,7,0.190000,0.220000,0.590000
338,100718,7126,1931,704,28,0.810000,0.120000,0.070000
339,100719,218262,28679,1045,18,0.390000,0.280000,0.330000
340,100720,33533,7599,915,32,0.680000,0.200000,0.120000
341,100721,150188,23387,985,38,0.470000,0.280000,0.250000
342,100722,33533,7599,915,32,0.680000,0.200000,0.120000
343,100723,129196,20928,987,28,0.490000,0.270000,0.240000
344,100724,42438,9277,933,6,0.660000,0.210000,0.130000
345,100725,87706,8616,943,34,0.290000,0.280000,0.430000
346,100726,10897,532,797,16,0.150000,0.180000,0.670000
347,100727,5346,1501,649,3,0.840000,0.100000,0.060000
348,100728,10897,532,797,16,0.150000,0.180000,0.670000
349,100729,8270,2186,707,2,0.790000,0.130000,0.080000
350,100730,33525,7597,915,24,0.680000,0.200000,0.120000
351,100731,214126,26816,1043,16,0.380000,0.280000,0.340000
352,100732,113248,19775,996,31,0.520000,0.260000,0.220000
353,100733,160829,25475,1006,32,0.480000,0.270000,0.250000
354,100734,218262,28679,1045,18,0.390000,0.280000,0.330000
355,100735,66200,13337,973,17,0.600000,0.230000,0.170000
356,100736,33525,7597,915,24,0.680000,0.200000,0.120000
357,100737,5346,1501,649,3,0.840000,0.100000,0.060000
358,100738,43478,3316,948,32,0.230000,0.240000,0.530000
359,100739,92156,8800,969,38,0.290000,0.270000,0.440000
360,100740,213633,30120,1036,30,0.420000,0.280000,0.300000
361,100741,213633,30120,1036,30,0.420000,0.280000,0.300000
362,100742,166214,18744,1019,35,0.340000,0.280000,0.380000
363,100743,197852,23693,1036,5,0.360000,0.280000,0.360000
364,100744,158470,24427,999,13,0.460000,0.280000,0.260000
365,100745,42431,9277,933,38,0.660000,0.210000,0.130000
366,100746,27308,6352,885,8,0.700000,0.190000,0.110000
367,100747,189786,28327,1019,12,0.450000,0.280000,0.270000
368,100748,197852,23693,1036,5,0.360000,0.280000,0.360000
369,100749,27304,6351,885,4,0.700000,0.190000,0.110000
370,100750,113207,19771,996,29,0.520000,0.260000,0.220000
371,100751,109390,18521,978,34,0.510000,0.260000,0.230000
372,100752,131904,21571,994,6,0.490000,0.270000,0.240000
373,100753,169517,19530,1027,23,0.350000,0.280000,0.370000
374,100754,113207,19771,996,29,0.520000,0.260000,0.220000
375,100755,13255,3379,797,34,0.760000,0.140000,0.100000
376,100756,186728,27359,1019,35,0.440000,0.280000,0.280000
377,100757,32397,2229,928,27,0.210000,0.230000,0.560000
378,100758,186728,27359,1019,35,0.440000,0.280000,0.280000
379,100759,166214,18744,1019,35,0.340000,0.280000,0.380000
380,100760,88785,16825,997,21,0.570000,0.240000,0.190000
381,100761,207154,26837,1043,25,0.390000,0.280000,0.330000
382,100762,32397,2229,928,27,0.210000,0.230000,0.560000
383,100763,169517,19530,1027,23,0.350000,0.280000,0.370000
384,100764,213143,27383,1040,8,0.390000,0.290000,0.320000
385,100765,81077,15039,979,35,0.560000,0.250000,0.190000
386,100766,190092,23181,1019,6,0.370000,0.290000,0.340000
387,100767,13931,3610,820,8,0.780000,0.140000,0.080000
388,100768,158179,24335,997,34,0.460000,0.280000,0.260000
389,100769,90537,8687,958,18,0.290000,0.270000,0.440000
390,100770,212171,26130,1052,11,0.370000,0.280000,0.350000
391,100771,10897,532,797,16,0.150000,0.180000,0.670000
392,100772,66200,13337,973,17,0.600000,0.230000,0.170000
393,100773,18315,1039,883,24,0.170000,0.200000,0.630000
394,100774,13930,3610,820,7,0.780000,0.140000,0.080000
395,100775,54126,11377,959,33,0.630000,0.220000,0.150000
396,100776,88785,16825,997,21,0.570000,0.240000,0.190000
397,100777,210597,28535,1041,36,0.410000,0.280000,0.310000
398,100778,81075,15039,979,33,0.560000,0.250000,0.190000
399,100779,88785,16825,997,21,0.570000,0.240000,0.190000
400,100780,128534,21417,988,29,0.500000,0.270000,0.230000
401,100781,13256,3379,797,35,0.760000,0.140000,0.100000
402,100782,113031,19717,991,9,0.520000,0.260000,0.220000
403,100783,213633,30120,1036,30,0.420000,0.280000,0.300000
404,100784,213143,27383,1040,8,0.390000,0.290000,0.320000
405,100785,209125,26807,1045,7,0.380000,0.280000,0.340000
406,100786,172559,19797,1014,23,0.340000,0.280000,0.380000
407,100787,54136,11378,959,4,0.630000,0.220000,0.150000
408,100788,2688,81,481,36,0.090000,0.130000,0.780000
409,100789,209861,27808,1035,2,0.400000,0.280000,0.320000
410,100790,54135,4547,943,3,0.250000,0.250000,0.500000
411,100791,207621,28190,1045,24,0.410000,0.280000,0.310000
412,100792,66152,13330,972,8,0.600000,0.230000,0.170000
413,100793,204554,26663,1043,38,0.390000,0.280000,0.330000
414,100794,210261,26819,1045,12,0.380000,0.280000,0.340000
415,100795,216015,28758,1050,33,0.400000,0.280000,0.320000
416,100796,207621,28190,1045,24,0.410000,0.280000,0.310000
417,100797,162667,18617,1026,37,0.340000,0.270000,0.390000
418,100798,33525,7597,915,24,0.680000,0.200000,0.120000
419,100799,7175,310,717,38,0.130000,0.150000,0.720000
420,100800,13930,3610,820,7,0.780000,0.140000,0.080000
421,100801,66200,13337,973,17,0.600000,0.230000,0.170000
422,100802,128470,21444,989,4,0.500000,0.270000,0.230000
423,100803,186728,27359,1019,35,0.440000,0.280000,0.280000
424,100804,128470,21444,989,4,0.500000,0.270000,0.230000
425,100805,113207,19771,996,29,0.520000,0.260000,0.220000
426,100806,13930,3610,820,7,0.780000,0.140000,0.080000
427,100807,186728,27359,1019,35,0.440000,0.280000,0.280000
428,100808,132777,21660,994,21,0.490000,0.270000,0.240000
429,100809,158311,24439,1000,10,0.460000,0.280000,0.260000
430,100810,218262,28679,1045,18,0.390000,0.280000,0.330000
431,100811,204554,26663,1043,38,0.390000,0.280000,0.330000
432,100812,182454,21477,1034,12,0.350000,0.270000,0.380000
433,100813,8268,2186,706,0,0.790000,0.130000,0.080000
434,100814,8268,2186,706,0,0.790000,0.130000,0.080000
435,100815,212171,26130,1052,11,0.370000,0.280000,0.350000
436,100816,204554,26663,1043,38,0.390000,0.280000,0.330000
437,100817,186728,27359,1019,35,0.440000,0.280000,0.280000
438,100818,13930,3610,820,7,0.780000,0.140000,0.080000
439,100819,43478,3316,948,32,0.230000,0.240000,0.530000
440,100820,217700,28771,1047,2,0.400000,0.280000,0.320000
441,100821,217700,28771,1047,2,0.400000,0.280000,0.320000
442,100822,158311,24439,1000,10,0.460000,0.280000,0.260000
443,100823,158311,24439,1000,10,0.460000,0.280000,0.260000
444,100824,208861,26667,1045,16,0.380000,0.280000,0.340000
445,100825,66200,13337,973,17,0.600000,0.230000,0.170000
446,100826,51764,4225,942,11,0.240000,0.250000,0.510000
447,100827,127923,21380,990,3,0.500000,0.270000,0.230000
448,100828,29639,2079,915,38,0.210000,0.230000,0.560000
449,100829,175295,26385,1009,29,0.450000,0.280000,0.270000
450,100830,216984,28815,1049,27,0.400000,0.280000,0.320000
451,100831,5346,1501,649,3,0.840000,0.100000,0.060000
452,100832,66202,13337,973,19,0.600000,0.230000,0.170000
453,100833,17306,4223,837,29,0.730000,0.160000,0.110000
454,100834,66200,13337,973,17,0.600000,0.230000,0.170000
455,100835,210075,26900,1045,21,0.380000,0.280000,0.340000
456,100836,157378,25059,1006,13,0.480000,0.270000,0.250000
457,100837,32397,2229,928,27,0.210000,0.230000,0.560000
458,100838,131904,21571,994,6,0.490000,0.270000,0.240000
459,100839,208861,26667,1045,16,0.380000,0.280000,0.340000
460,100840,18315,1039,883,24,0.170000,0.200000,0.630000
