,match_id,type,team_info,won_count,drawn_count,lost_count,rate
416,100104,1,1,4,2,7,0.307700
417,100104,1,2,7,2,4,0.538500
418,100104,2,1,3,5,7,0.200000
419,100104,2,2,3,3,9,0.200000
420,100105,1,1,4,1,6,0.363600
421,100105,1,2,6,1,4,0.545500
422,100105,2,1,5,3,7,0.333300
423,100105,2,2,7,2,6,0.466700
424,100106,1,1,1,0,0,1.000000
425,100106,1,2,0,0,1,0.000000
426,100106,2,1,6,2,7,0.400000
427,100106,2,2,5,3,7,0.333300
428,100107,1,1,0,2,1,0.000000
429,100107,1,2,1,2,0,0.333300
430,100107,2,1,1,9,5,0.066700
431,100107,2,2,3,7,5,0.200000
432,100108,1,1,0,0,1,0.000000
433,100108,1,2,1,0,0,1.000000
434,100108,2,1,4,5,6,0.266700
435,100108,2,2,3,4,8,0.200000
436,100109,1,1,7,3,8,0.388900
437,100109,1,2,8,3,7,0.444400
438,100109,2,1,5,4,6,0.333300
439,100109,2,2,6,5,4,0.400000
440,100110,1,1,4,4,9,0.235300
441,100110,1,2,9,4,4,0.529400
442,100110,2,1,7,5,3,0.466700
443,100110,2,2,11,2,2,0.733300
444,100111,1,1,5,4,9,0.277800
445,100111,1,2,9,4,5,0.500000
446,100111,2,1,7,3,5,0.466700
447,100111,2,2,10,3,2,0.666700
448,100112,1,1,5,1,3,0.555600
449,100112,1,2,3,1,5,0.333300
450,100112,2,1,6,5,4,0.400000
451,100112,2,2,6,2,7,0.400000
452,100113,1,1,0,0,1,0.000000
453,100113,1,2,1,0,0,1.000000
454,100113,2,1,5,4,6,0.333300
455,100113,2,2,5,7,3,0.333300
456,100114,1,1,4,3,3,0.400000
457,100114,1,2,3,3,4,0.300000
458,100114,2,1,6,2,7,0.400000
459,100114,2,2,4,6,5,0.266700
460,100115,1,1,0,1,0,0.000000
461,100115,1,2,0,1,0,0.000000
462,100115,2,1,3,4,8,0.200000
463,100115,2,2,4,4,7,0.266700
464,100116,1,1,4,6,5,0.266700
465,100116,1,2,5,6,4,0.333300
466,100116,2,1,8,2,5,0.533300
467,100116,2,2,4,4,7,0.266700
468,100117,1,1,2,0,3,0.400000
469,100117,1,2,3,0,2,0.600000
470,100117,2,1,4,7,4,0.266700
471,100117,2,2,3,4,8,0.200000
472,100118,1,1,4,8,5,0.235300
473,100118,1,2,5,8,4,0.294100
474,100118,2,1,4,2,9,0.266700
475,100118,2,2,3,7,5,0.200000
476,100119,1,1,9,3,1,0.692300
477,100119,1,2,1,3,9,0.076900
478,100119,2,1,8,4,3,0.533300
479,100119,2,2,1,8,6,0.066700
480,100120,1,1,1,0,0,1.000000
481,100120,1,2,0,0,1,0.000000
482,100120,2,1,9,5,1,0.600000
483,100120,2,2,4,4,7,0.266700
484,100121,1,1,1,2,1,0.250000
485,100121,1,2,1,2,1,0.250000
486,100121,2,1,5,4,6,0.333300
487,100121,2,2,6,3,6,0.400000
488,100122,1,1,4,0,4,0.500000
489,100122,1,2,4,0,4,0.500000
490,100122,2,1,5,5,5,0.333300
491,100122,2,2,11,2,2,0.733300
492,100123,1,1,0,0,2,0.000000
493,100123,1,2,2,0,0,1.000000
494,100123,2,1,5,4,6,0.333300
495,100123,2,2,4,4,7,0.266700
496,100124,1,1,3,2,5,0.300000
497,100124,1,2,5,2,3,0.500000
498,100124,2,1,4,1,10,0.266700
499,100124,2,2,6,7,2,0.400000
500,100125,1,1,5,5,6,0.312500
501,100125,1,2,6,5,5,0.375000
502,100125,2,1,3,4,8,0.200000
503,100125,2,2,7,4,4,0.466700
504,100126,1,1,3,4,5,0.250000
505,100126,1,2,5,4,3,0.416700
506,100126,2,1,5,2,8,0.333300
507,100126,2,2,9,5,1,0.600000
508,100127,1,1,5,2,2,0.555600
509,100127,1,2,2,2,5,0.222200
510,100127,2,1,6,3,6,0.400000
511,100127,2,2,7,5,3,0.466700
512,100128,1,1,14,2,0,0.875000
513,100128,1,2,0,2,14,0.000000
514,100128,2,1,11,1,3,0.733300
515,100128,2,2,6,4,5,0.400000
516,100129,1,1,0,0,0,0.000000
517,100129,1,2,0,0,0,0.000000
518,100129,2,1,3,2,10,0.200000
519,100129,2,2,6,4,5,0.400000
520,100130,1,1,0,0,0,0.000000
521,100130,1,2,0,0,0,0.000000
522,100130,2,1,10,2,3,0.666700
523,100130,2,2,4,2,9,0.266700
524,100131,1,1,4,4,4,0.333300
525,100131,1,2,4,4,4,0.333300
526,100131,2,1,8,6,1,0.533300
527,100131,2,2,3,2,10,0.200000
528,100132,1,1,2,1,1,0.500000
529,100132,1,2,1,1,2,0.250000
530,100132,2,1,6,5,4,0.400000
531,100132,2,2,6,3,6,0.400000
532,100133,1,1,2,2,0,0.500000
533,100133,1,2,0,2,2,0.000000
534,100133,2,1,6,5,4,0.400000
535,100133,2,2,4,3,8,0.266700
536,100134,1,1,0,2,0,0.000000
537,100134,1,2,0,2,0,0.000000
538,100134,2,1,6,4,5,0.400000
539,100134,2,2,5,4,6,0.333300
540,100135,1,1,1,2,3,0.166700
541,100135,1,2,3,2,1,0.500000
542,100135,2,1,4,4,7,0.266700
543,100135,2,2,7,3,5,0.466700
544,100136,1,1,2,3,3,0.250000
545,100136,1,2,3,3,2,0.375000
546,100136,2,1,5,4,6,0.333300
547,100136,2,2,6,5,4,0.400000
548,100137,1,1,0,0,0,0.000000
549,100137,1,2,0,0,0,0.000000
550,100137,2,1,4,4,7,0.266700
551,100137,2,2,3,5,7,0.200000
552,100138,1,1,3,2,9,0.214300
553,100138,1,2,9,2,3,0.642900
554,100138,2,1,5,8,2,0.333300
555,100138,2,2,11,1,3,0.733300
556,100139,1,1,2,4,10,0.125000
557,100139,1,2,10,4,2,0.625000
558,100139,2,1,6,3,6,0.400000
559,100139,2,2,10,5,0,0.666700
560,100140,1,1,0,7,11,0.000000
561,100140,1,2,11,7,0,0.611100
562,100140,2,1,8,5,2,0.533300
563,100140,2,2,6,4,5,0.400000
564,100141,1,1,2,1,1,0.500000
565,100141,1,2,1,1,2,0.250000
566,100141,2,1,6,2,7,0.400000
567,100141,2,2,3,7,5,0.200000
568,100142,1,1,0,2,3,0.000000
569,100142,1,2,3,2,0,0.600000
570,100142,2,1,6,3,6,0.400000
571,100142,2,2,4,6,5,0.266700
572,100143,1,1,2,4,3,0.222200
573,100143,1,2,3,4,2,0.333300
574,100143,2,1,3,4,8,0.200000
575,100143,2,2,4,5,6,0.266700
576,100144,1,1,5,6,6,0.294100
577,100144,1,2,6,6,5,0.352900
578,100144,2,1,6,6,3,0.400000
579,100144,2,2,4,4,7,0.266700
580,100145,1,1,11,4,3,0.611100
581,100145,1,2,3,4,11,0.166700
582,100145,2,1,7,4,4,0.466700
583,100145,2,2,5,6,4,0.333300
584,100146,1,1,2,2,3,0.285700
585,100146,1,2,3,2,2,0.428600
586,100146,2,1,3,6,6,0.200000
587,100146,2,2,3,6,6,0.200000
588,100147,1,1,0,1,0,0.000000
589,100147,1,2,0,1,0,0.000000
590,100147,2,1,6,5,4,0.400000
591,100147,2,2,7,2,6,0.466700
592,100148,1,1,0,0,1,0.000000
593,100148,1,2,1,0,0,1.000000
594,100148,2,1,3,5,7,0.200000
595,100148,2,2,4,3,8,0.266700
596,100149,1,1,9,4,0,0.692300
597,100149,1,2,0,4,9,0.000000
598,100149,2,1,7,6,2,0.466700
599,100149,2,2,2,7,6,0.133300
600,100150,1,1,0,0,0,0.000000
601,100150,1,2,0,0,0,0.000000
602,100150,2,1,4,3,6,0.307700
603,100150,2,2,6,5,4,0.400000
604,100151,1,1,6,8,2,0.375000
605,100151,1,2,2,8,6,0.125000
606,100151,2,1,8,5,2,0.533300
607,100151,2,2,4,4,7,0.266700
608,100152,1,1,7,5,2,0.500000
609,100152,1,2,2,5,7,0.142900
610,100152,2,1,5,5,5,0.333300
611,100152,2,2,5,3,7,0.333300
612,100153,1,1,1,4,3,0.125000
613,100153,1,2,3,4,1,0.375000
614,100153,2,1,5,6,4,0.333300
615,100153,2,2,6,5,4,0.400000
616,100154,1,1,0,2,2,0.000000
617,100154,1,2,2,2,0,0.500000
618,100154,2,1,5,4,6,0.333300
619,100154,2,2,7,4,4,0.466700
620,100155,1,1,0,0,0,0.000000
621,100155,1,2,0,0,0,0.000000
622,100155,2,1,4,4,5,0.307700
623,100155,2,2,4,4,7,0.266700
624,100156,1,1,5,4,7,0.312500
625,100156,1,2,7,4,5,0.437500
626,100156,2,1,7,4,4,0.466700
627,100156,2,2,10,2,3,0.666700
628,100157,1,1,1,0,1,0.500000
629,100157,1,2,1,0,1,0.500000
630,100157,2,1,8,4,3,0.533300
631,100157,2,2,4,3,8,0.266700
632,100158,1,1,8,4,4,0.500000
633,100158,1,2,4,4,8,0.250000
634,100158,2,1,11,2,2,0.733300
635,100158,2,2,7,4,4,0.466700
636,100159,1,1,4,2,6,0.333300
637,100159,1,2,6,2,4,0.500000
638,100159,2,1,3,3,9,0.200000
639,100159,2,2,4,4,7,0.266700
640,100160,1,1,8,3,1,0.666700
641,100160,1,2,1,3,8,0.083300
642,100160,2,1,10,2,3,0.666700
643,100160,2,2,3,3,9,0.200000
644,100161,1,1,0,0,2,0.000000
645,100161,1,2,2,0,0,1.000000
646,100161,2,1,5,6,4,0.333300
647,100161,2,2,8,5,2,0.533300
648,100162,1,1,0,0,0,0.000000
649,100162,1,2,0,0,0,0.000000
650,100162,2,1,4,4,7,0.266700
651,100162,2,2,4,4,6,0.285700
652,100163,1,1,5,1,2,0.625000
653,100163,1,2,2,1,5,0.250000
654,100163,2,1,3,4,8,0.200000
655,100163,2,2,5,6,4,0.333300
656,100164,1,1,1,3,2,0.166700
657,100164,1,2,2,3,1,0.333300
658,100164,2,1,5,2,8,0.333300
659,100164,2,2,6,4,5,0.400000
660,100165,1,1,4,4,6,0.285700
661,100165,1,2,6,4,4,0.428600
662,100165,2,1,5,3,7,0.333300
663,100165,2,2,7,4,4,0.466700
664,100166,1,1,3,1,2,0.500000
665,100166,1,2,2,1,3,0.333300
666,100166,2,1,7,4,4,0.466700
667,100166,2,2,7,4,4,0.466700
668,100167,1,1,3,4,9,0.187500
669,100167,1,2,9,4,3,0.562500
670,100167,2,1,5,6,4,0.333300
671,100167,2,2,11,2,2,0.733300
672,100168,1,1,5,5,6,0.312500
673,100168,1,2,6,5,5,0.375000
674,100168,2,1,4,4,7,0.266700
675,100168,2,2,4,5,6,0.266700
676,100169,1,1,0,0,0,0.000000
677,100169,1,2,0,0,0,0.000000
678,100169,2,1,7,3,5,0.466700
679,100169,2,2,5,4,5,0.357100
680,100170,1,1,1,0,1,0.500000
681,100170,1,2,1,0,1,0.500000
682,100170,2,1,4,8,3,0.266700
683,100170,2,2,7,5,3,0.466700
684,100171,1,1,10,2,4,0.625000
685,100171,1,2,4,2,10,0.250000
686,100171,2,1,6,3,6,0.400000
687,100171,2,2,5,3,7,0.333300
688,100172,1,1,10,3,3,0.625000
689,100172,1,2,3,3,10,0.187500
690,100172,2,1,5,4,6,0.333300
691,100172,2,2,4,3,8,0.266700
692,100173,1,1,5,1,0,0.833300
693,100173,1,2,0,1,5,0.000000
694,100173,2,1,9,3,3,0.600000
